Club Name,Field/Court,Date,Time Slot,Price
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,21:30,"$ 100.000,00 COP"
